,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,0.07876183,0.12750313,-0.2161252,-0.7255008,-0.0056182,-0.44160193,0.09376711,0.14769435,0.48640418,-0.48396122,0.024872769,0.15112026,-0.041909516,-0.38042685,-0.10730617,-0.09243822,-0.92260605,0.04285747,0.19120388,-0.7533043,-0.105324544,0.22193104,-0.49547806,-0.30915126,0.20010512,-0.050611805,-0.10744249,0.017017845,0.43999448,-0.52105236,0.21243377,0.3816215,0.33813933,-0.21178591,0.64089483,0.037290856,-0.24761693,0.056169562,0.13719046,-0.18992528,-0.02648443,0.35936287,-0.057686362,-0.029781623,-0.11625938,0.32800338,-0.92607546,-0.24480996,0.16184168,0.47300988,0.22230193,0.053027637,-0.027716996,-0.08108797,0.12971717,0.014115093,0.0849682,-0.029023519,0.00011688616,0.115677826,-0.19870098,-0.035272274,0.59404355,-0.10148205
1,0.062212687,0.12183355,-0.2160986,-0.7513371,-0.010918783,-0.4074153,0.08515885,0.15923287,0.47794282,-0.48965123,0.036464203,0.14430203,-0.027667934,-0.38999224,-0.061873827,-0.094001636,-0.9402357,0.039299186,0.21384229,-0.74934304,-0.11817357,0.22448398,-0.47450957,-0.3475767,0.18187602,-0.05261787,-0.11320977,0.025821114,0.4341619,-0.5313892,0.21125805,0.37193942,0.33902457,-0.21723817,0.60780877,0.028867973,-0.27430218,0.06344526,0.12813763,-0.18930529,-0.023154432,0.3710282,-0.050354905,-0.034582675,-0.1220452,0.33053967,-0.92030895,-0.27299628,0.16554537,0.48367724,0.29491678,0.052780155,-0.024204109,-0.08561704,0.12533672,0.015806241,0.08390687,-0.02972803,-0.0040531703,0.1137528,-0.17586185,-0.03813016,0.61376864,-0.09743055
2,0.0710401,0.1310452,-0.22524396,-0.7274596,-0.012874643,-0.44864568,0.09544346,0.14901668,0.48842615,-0.50972056,0.030166198,0.15319337,-0.043909155,-0.39122775,-0.10724116,-0.09331949,-0.9270347,0.043082017,0.205337,-0.7673166,-0.1132175,0.22348551,-0.49493057,-0.3053291,0.20785366,-0.045704328,-0.100503005,0.011039583,0.46814594,-0.5285053,0.22414522,0.37569395,0.35354978,-0.22697785,0.6136791,0.044001367,-0.26056254,0.05386755,0.14606598,-0.19866465,-0.027648676,0.36434507,-0.050823938,-0.02969396,-0.11241782,0.34239206,-0.92672205,-0.25966913,0.16569659,0.4812015,0.23867282,0.054233626,-0.029046493,-0.08459993,0.13257176,0.018895965,0.08909265,-0.01815484,-0.0014267869,0.11499924,-0.20209683,-0.033387695,0.613328,-0.10728507
3,0.0742353,0.13682349,-0.24194123,-0.68827385,-0.014810658,-0.41165435,0.11124608,0.16507281,0.46355668,-0.511839,0.044965304,0.16493459,-0.039115686,-0.35153252,-0.10181545,-0.0878666,-0.91683286,0.04821712,0.22067007,-0.758593,-0.11127789,0.22264384,-0.5076439,-0.36859235,0.20797433,-0.0451086,-0.124374606,0.020672882,0.47683635,-0.5489194,0.22560866,0.36630225,0.34722832,-0.23256256,0.637408,0.041776568,-0.2631129,0.060973126,0.1412518,-0.18722804,-0.01917093,0.38191476,-0.07289837,-0.033767886,-0.120850556,0.357023,-0.91884696,-0.2834901,0.17758738,0.4964937,0.2669713,0.06248024,-0.023467626,-0.08126773,0.15085395,0.014791958,0.09411539,-0.026943523,-0.005796828,0.13906491,-0.2020138,-0.032513626,0.6007378,-0.08722789
4,0.06761241,0.1332556,-0.20038036,-0.8561715,-0.01388843,-0.4613149,0.10044621,0.14024144,0.48668116,-0.4433077,0.047032535,0.16431929,-0.0064686663,-0.3998623,-0.0645217,-0.090629585,-0.94418067,0.039159887,0.18354939,-0.74100703,-0.119512655,0.23616134,-0.49912283,-0.2571986,0.18656364,-0.05634646,-0.09317656,-0.0046051885,0.49518517,-0.5731903,0.19391127,0.3945045,0.34910434,-0.23903708,0.63747245,0.042203434,-0.24398984,0.056615897,0.11465139,-0.1956951,-0.030624775,0.35016227,-0.024771042,-0.018401062,-0.13118806,0.31876415,-0.9090116,-0.2963483,0.17082112,0.45654503,0.21667387,0.048354328,-0.027455805,-0.10182296,0.10798329,0.025236849,0.06113655,-0.025399277,0.010297382,0.12968542,-0.17610216,-0.04426456,0.64743817,-0.10422903
5,0.07812464,0.12892745,-0.20505013,-0.73961717,-0.010789073,-0.45505756,0.087912105,0.13037664,0.47764617,-0.53549147,0.016807778,0.16071014,-0.04016997,-0.3945934,-0.07482385,-0.09860054,-0.93553853,0.041338496,0.2152108,-0.77134836,-0.103094526,0.230208,-0.5087262,-0.31029096,0.18230212,-0.051562324,-0.10167266,0.014752628,0.4528143,-0.56061304,0.20529641,0.3700689,0.3427462,-0.23430122,0.6298815,0.029518742,-0.26756945,0.068797305,0.1592751,-0.19874266,-0.027643751,0.3817765,-0.04927001,-0.04646158,-0.11677436,0.3145084,-0.9304595,-0.2699911,0.15690427,0.4663008,0.2320617,0.05516292,-0.025165757,-0.073681265,0.14555511,0.018631257,0.0816739,-0.014935139,-0.007940448,0.12446623,-0.1927612,-0.03968968,0.61617047,-0.1006556
6,0.06271736,0.13447657,-0.20834564,-0.71823394,-0.012723274,-0.40450644,0.08867329,0.14952494,0.4656337,-0.52408975,0.044722978,0.16699624,-0.04695083,-0.35453877,-0.09227817,-0.09306619,-0.91927934,0.04129552,0.19399245,-0.7531751,-0.10562811,0.2212627,-0.5022078,-0.32972032,0.18155761,-0.0448628,-0.12161594,-0.0021930467,0.48064733,-0.5496904,0.21478014,0.36140415,0.34414902,-0.22513069,0.62104803,0.03206072,-0.25627473,0.055765703,0.14307073,-0.18348342,-0.015220636,0.38436225,-0.05441277,-0.0451372,-0.10991747,0.32497367,-0.92495596,-0.28120875,0.1679028,0.46159422,0.26720786,0.058055867,-0.0234896,-0.07911626,0.14171213,0.015957395,0.08360708,-0.021179527,-0.008971818,0.1309842,-0.19410093,-0.029941978,0.5995514,-0.09583193
7,0.07080147,0.11696678,-0.20412853,-0.7224891,-0.0044928743,-0.47140217,0.08709136,0.1648531,0.47571504,-0.5066218,0.024405975,0.15320958,-0.02950885,-0.39289537,-0.08382582,-0.09760391,-0.9259534,0.040373653,0.21407412,-0.77572685,-0.10315347,0.2199535,-0.5218713,-0.30750126,0.1949633,-0.039518975,-0.10322465,0.03024901,0.46328187,-0.5266199,0.23033477,0.3719494,0.361102,-0.22098348,0.65161407,0.042649876,-0.24414623,0.05362251,0.13887417,-0.18348551,-0.03154877,0.35174382,-0.054966357,-0.03655262,-0.12865886,0.35601932,-0.9346524,-0.24958141,0.19377738,0.43828937,0.24760425,0.0561058,-0.021113304,-0.071486786,0.1504069,0.02151229,0.0862964,-0.017471716,-0.01222387,0.10886951,-0.18384017,-0.035354666,0.60064954,-0.12026766
8,0.077194035,0.13585111,-0.23320958,-0.7379203,-0.01897978,-0.42752743,0.10931505,0.16566119,0.47373444,-0.4961811,0.034919336,0.1663494,-0.02596404,-0.4008673,-0.09201358,-0.09194785,-0.92225933,0.047114465,0.21768653,-0.7630032,-0.11751273,0.2229753,-0.4950759,-0.3353894,0.20422164,-0.04714274,-0.11350531,0.01842648,0.47854114,-0.5522633,0.21952316,0.37538218,0.36382905,-0.24498607,0.61297107,0.043553002,-0.25607425,0.05640891,0.14014715,-0.19147913,-0.026848996,0.37862048,-0.04963889,-0.03083116,-0.10246234,0.35381052,-0.92285985,-0.2797006,0.17363018,0.48289844,0.25142515,0.05907964,-0.02464293,-0.08113563,0.13870746,0.019900704,0.09540481,-0.021315431,-0.00429384,0.13248646,-0.20581485,-0.038045198,0.6255276,-0.0958197
9,0.077691756,0.13474163,-0.24486138,-0.6885192,-0.014847719,-0.41947246,0.10922698,0.16214834,0.47465396,-0.49362203,0.029731076,0.16786999,-0.044829696,-0.38553533,-0.13050093,-0.0847649,-0.9087217,0.047751877,0.19789512,-0.75038147,-0.11676588,0.22620863,-0.50944066,-0.334831,0.22522977,-0.047653228,-0.1200516,0.0039146864,0.48301938,-0.53730434,0.22509576,0.37151405,0.3595565,-0.24032024,0.6266009,0.04994369,-0.25282294,0.045625143,0.1351701,-0.18886875,-0.020944756,0.38260284,-0.06756842,-0.028619757,-0.10392689,0.37533712,-0.91717666,-0.26130617,0.18571536,0.49225956,0.23969966,0.059964873,-0.028945059,-0.08596571,0.1420272,0.017890785,0.08730688,-0.018740097,-0.003186322,0.12668641,-0.21045603,-0.028904816,0.5986254,-0.09760402
